order_no,delivery_means,delivery_by,amount,order_status,ordered_category,ordered_from,reasonForCancellation
5815217670,Walk,F,626,Cancelled,Seafood,Mobile App,Packaging not Proper
5370027439,Bike,F,655,Cancelled,Susi,Mobile App,Ordered mistaken
7623212109,Bike,M,199,Cancelled,North Indian,Mobile App,Packaging not Proper
1475736274,Cycle,F,454,Cancelled,Continental,Online Portal,Damaged
2978090995,Walk,M,711,Cancelled,Seafood,Mobile App,Packaging not Proper
4723019669,Walk,M,505,Cancelled,South Indian,Mobile App,Ordered mistaken
6761261325,Cycle,F,596,Cancelled,South Indian,Online Portal,Packaging not Proper
7211116749,Walk,M,106,Cancelled,Susi,Mobile App,Ordered mistaken
2954023945,Bike,M,968,Cancelled,Susi,Online Portal,Damaged
4582833128,Cycle,F,609,Cancelled,Susi,Online Portal,Damaged
3740264314,Cycle,M,833,Cancelled,North Indian,Online Portal,Damaged
8792222102,Cycle,F,497,Cancelled,South Indian,Mobile App,Damaged
7635673777,Bike,F,222,Cancelled,Continental,Online Portal,Ordered mistaken
6275319658,Cycle,F,221,Cancelled,Continental,Mobile App,Packaging not Proper
9841408392,Bike,M,483,Cancelled,North Indian,Mobile App,Damaged
4771570361,Cycle,M,945,Cancelled,South Indian,Online Portal,Ordered mistaken
4776734974,Walk,M,572,Cancelled,Seafood,Mobile App,Damaged
6106658501,Bike,M,532,Cancelled,Continental,Mobile App,Damaged
9995905027,Bike,F,619,Cancelled,North Indian,Online Portal,Packaging not Proper
7806759808,Bike,F,427,Cancelled,Seafood,Online Portal,Damaged
8851379483,Cycle,M,882,Cancelled,South Indian,Online Portal,Ordered mistaken
7684005596,Bike,F,851,Cancelled,Continental,Mobile App,Ordered mistaken
1479154636,Cycle,F,474,Cancelled,South Indian,Mobile App,Ordered mistaken
972132775,Cycle,M,137,Cancelled,Seafood,Mobile App,Damaged
5237980090,Cycle,M,503,Cancelled,Susi,Online Portal,Packaging not Proper
3370115042,Cycle,F,308,Cancelled,Continental,Online Portal,Ordered mistaken
4459143305,Bike,F,649,Cancelled,Susi,Mobile App,Ordered mistaken
8751967839,Cycle,F,318,Cancelled,Seafood,Mobile App,Ordered mistaken
8832658828,Bike,M,793,Cancelled,Seafood,Online Portal,Ordered mistaken
6258792170,Bike,F,182,Cancelled,Continental,Mobile App,Ordered mistaken
2575184215,Cycle,F,123,Cancelled,Seafood,Mobile App,Packaging not Proper
8965342767,Walk,M,692,Cancelled,Susi,Mobile App,Ordered mistaken
8318776755,Cycle,F,805,Cancelled,Susi,Online Portal,Damaged
3725685479,Cycle,F,338,Cancelled,Seafood,Online Portal,Packaging not Proper
2559889587,Walk,M,440,Cancelled,North Indian,Mobile App,Ordered mistaken
7710921868,Walk,F,467,Cancelled,Susi,Mobile App,Ordered mistaken
6421879799,Cycle,F,152,Cancelled,South Indian,Mobile App,Ordered mistaken
7985588698,Walk,F,959,Cancelled,North Indian,Mobile App,Ordered mistaken
2469556732,Bike,F,253,Cancelled,North Indian,Mobile App,Ordered mistaken
3315484066,Bike,M,395,Cancelled,Seafood,Online Portal,Packaging not Proper
8859277787,Walk,F,380,Cancelled,South Indian,Online Portal,Packaging not Proper
635848171,Bike,F,968,Cancelled,Seafood,Mobile App,Packaging not Proper
4299671,Bike,F,769,Cancelled,Continental,Mobile App,Damaged
7190990119,Bike,F,783,Cancelled,North Indian,Online Portal,Damaged
9624413134,Bike,M,834,Cancelled,Seafood,Mobile App,Packaging not Proper
4010608846,Walk,M,544,Cancelled,Continental,Online Portal,Ordered mistaken
8642736410,Cycle,M,977,Cancelled,North Indian,Mobile App,Ordered mistaken
7712934207,Cycle,M,631,Cancelled,Seafood,Mobile App,Damaged
75971054,Walk,F,396,Cancelled,South Indian,Online Portal,Damaged
6536582829,Cycle,F,660,Cancelled,Seafood,Mobile App,Damaged
7474752344,Bike,M,612,Cancelled,North Indian,Mobile App,Ordered mistaken
9161241539,Cycle,F,208,Cancelled,Susi,Online Portal,Ordered mistaken
1075883075,Bike,F,976,Cancelled,Susi,Online Portal,Packaging not Proper
3644213364,Walk,M,998,Cancelled,North Indian,Mobile App,Ordered mistaken
6771032930,Walk,M,604,Cancelled,Seafood,Mobile App,Damaged
9543985898,Cycle,M,656,Cancelled,Seafood,Online Portal,Ordered mistaken
2549768205,Walk,M,477,Cancelled,Continental,Online Portal,Damaged
5023375730,Cycle,F,324,Cancelled,Continental,Online Portal,Ordered mistaken
5694656040,Walk,M,554,Cancelled,North Indian,Online Portal,Ordered mistaken
3439189864,Bike,F,861,Cancelled,South Indian,Mobile App,Damaged
2649424729,Bike,F,983,Cancelled,South Indian,Mobile App,Damaged
5527819578,Bike,M,222,Cancelled,Seafood,Mobile App,Ordered mistaken
5791716648,Bike,F,164,Cancelled,Continental,Online Portal,Ordered mistaken
111537037,Bike,M,663,Cancelled,North Indian,Mobile App,Ordered mistaken
2547738295,Cycle,F,859,Cancelled,North Indian,Online Portal,Ordered mistaken
6162377563,Bike,M,248,Cancelled,Seafood,Online Portal,Ordered mistaken
6221284376,Walk,M,353,Cancelled,Seafood,Online Portal,Ordered mistaken
9734702378,Cycle,F,942,Cancelled,North Indian,Online Portal,Ordered mistaken
539786152,Cycle,M,692,Cancelled,North Indian,Mobile App,Ordered mistaken
814757561,Walk,F,463,Cancelled,South Indian,Mobile App,Packaging not Proper
1189947757,Cycle,F,906,Cancelled,Susi,Online Portal,Ordered mistaken
2784245845,Bike,F,639,Cancelled,North Indian,Online Portal,Damaged
4380331393,Cycle,F,653,Cancelled,North Indian,Online Portal,Ordered mistaken
5300055417,Bike,F,186,Cancelled,South Indian,Online Portal,Damaged
8281163984,Walk,M,278,Cancelled,North Indian,Online Portal,Ordered mistaken
578467488,Bike,F,628,Cancelled,Susi,Mobile App,Damaged
6095689554,Cycle,F,467,Cancelled,South Indian,Online Portal,Ordered mistaken
6204009591,Cycle,F,595,Cancelled,Continental,Online Portal,Ordered mistaken
4348885656,Cycle,F,324,Cancelled,Seafood,Mobile App,Packaging not Proper
2308505982,Cycle,M,407,Cancelled,North Indian,Online Portal,Ordered mistaken
957169329,Cycle,F,556,Cancelled,South Indian,Online Portal,Ordered mistaken
5966428069,Walk,M,121,Cancelled,North Indian,Mobile App,Damaged
8075993993,Bike,F,565,Cancelled,Susi,Online Portal,Packaging not Proper
6367966730,Walk,M,115,Cancelled,North Indian,Online Portal,Damaged
7221473390,Cycle,M,461,Cancelled,North Indian,Mobile App,Packaging not Proper
5334038493,Walk,F,308,Cancelled,Susi,Online Portal,Ordered mistaken
7250440225,Bike,M,850,Cancelled,South Indian,Online Portal,Packaging not Proper
400459973,Walk,M,706,Cancelled,South Indian,Online Portal,Ordered mistaken
3651000915,Bike,M,507,Cancelled,North Indian,Online Portal,Packaging not Proper
7798673105,Walk,M,671,Cancelled,Susi,Online Portal,Damaged
5622809401,Bike,F,288,Cancelled,Continental,Mobile App,Damaged
5861779740,Cycle,F,331,Cancelled,North Indian,Online Portal,Packaging not Proper
6119153527,Cycle,M,296,Cancelled,South Indian,Mobile App,Ordered mistaken
2614781908,Walk,F,554,Cancelled,North Indian,Mobile App,Ordered mistaken
4306203077,Walk,F,251,Cancelled,Susi,Online Portal,Ordered mistaken
8761745944,Bike,M,487,Cancelled,Seafood,Mobile App,Ordered mistaken
7933058531,Walk,M,489,Cancelled,North Indian,Online Portal,Damaged
9943711582,Cycle,F,134,Cancelled,Seafood,Mobile App,Ordered mistaken
1964270839,Walk,F,171,Cancelled,South Indian,Mobile App,Ordered mistaken
7400725009,Cycle,F,951,Cancelled,Seafood,Mobile App,Damaged
4476212336,Walk,F,169,Cancelled,Seafood,Online Portal,Ordered mistaken
656739126,Cycle,F,961,Cancelled,North Indian,Mobile App,Ordered mistaken
1659105633,Cycle,F,276,Cancelled,Susi,Online Portal,Ordered mistaken
7591078909,Walk,M,130,Cancelled,Seafood,Online Portal,Ordered mistaken
4042002145,Bike,F,361,Cancelled,Continental,Online Portal,Damaged
1944676376,Walk,M,196,Cancelled,Continental,Mobile App,Ordered mistaken
2221720407,Walk,F,796,Cancelled,Susi,Online Portal,Ordered mistaken
7395672577,Walk,F,547,Cancelled,Seafood,Online Portal,Damaged
6625760943,Bike,M,496,Cancelled,Continental,Online Portal,Ordered mistaken
4978132096,Cycle,F,750,Cancelled,North Indian,Online Portal,Damaged
6041234265,Cycle,M,970,Cancelled,North Indian,Mobile App,Damaged
825918499,Cycle,M,131,Cancelled,Seafood,Online Portal,Packaging not Proper
7353350091,Walk,M,335,Cancelled,Susi,Online Portal,Damaged
190285370,Cycle,M,866,Cancelled,Seafood,Online Portal,Packaging not Proper
2558337211,Walk,F,618,Cancelled,North Indian,Online Portal,Damaged
6235095236,Cycle,F,851,Cancelled,Seafood,Online Portal,Ordered mistaken
8249027779,Walk,M,267,Cancelled,Continental,Mobile App,Ordered mistaken
8155975452,Bike,M,611,Cancelled,Continental,Mobile App,Ordered mistaken
2033729184,Bike,M,569,Cancelled,North Indian,Online Portal,Damaged
356817369,Walk,F,524,Cancelled,Continental,Mobile App,Packaging not Proper
7086495832,Cycle,M,887,Cancelled,Continental,Mobile App,Damaged
8981689547,Walk,M,544,Cancelled,North Indian,Mobile App,Damaged
9518203199,Bike,F,238,Cancelled,Susi,Online Portal,Ordered mistaken
857209612,Cycle,M,439,Cancelled,Susi,Online Portal,Ordered mistaken
3520574977,Cycle,F,846,Cancelled,Susi,Mobile App,Damaged
1275286518,Cycle,M,427,Cancelled,Continental,Mobile App,Packaging not Proper
2309776645,Bike,M,685,Cancelled,South Indian,Online Portal,Packaging not Proper
1851059695,Bike,F,385,Cancelled,South Indian,Online Portal,Damaged
3638641090,Bike,F,892,Cancelled,Susi,Online Portal,Packaging not Proper
4158015545,Cycle,M,927,Cancelled,South Indian,Online Portal,Packaging not Proper
150807856,Cycle,F,116,Cancelled,Seafood,Online Portal,Damaged
7968382807,Cycle,M,829,Cancelled,South Indian,Mobile App,Damaged
468950877,Cycle,F,615,Cancelled,South Indian,Mobile App,Ordered mistaken
7832064323,Walk,F,164,Cancelled,North Indian,Online Portal,Ordered mistaken
4097539698,Cycle,M,593,Cancelled,Susi,Online Portal,Damaged
1708752242,Walk,M,514,Cancelled,North Indian,Mobile App,Ordered mistaken
1853248746,Bike,M,630,Cancelled,South Indian,Online Portal,Ordered mistaken
3943648885,Walk,M,263,Cancelled,South Indian,Online Portal,Damaged
3890925642,Bike,F,145,Cancelled,North Indian,Mobile App,Ordered mistaken
7082953798,Cycle,F,520,Cancelled,North Indian,Mobile App,Ordered mistaken
7265610733,Bike,M,336,Cancelled,Continental,Mobile App,Packaging not Proper
6981510006,Bike,M,614,Cancelled,North Indian,Mobile App,Packaging not Proper
6142735413,Bike,M,422,Cancelled,Continental,Online Portal,Packaging not Proper
8790469070,Walk,M,866,Cancelled,North Indian,Mobile App,Packaging not Proper
1076127673,Bike,F,559,Cancelled,Continental,Mobile App,Ordered mistaken
6838367920,Cycle,F,528,Cancelled,North Indian,Mobile App,Ordered mistaken
6357451266,Bike,M,456,Cancelled,Susi,Online Portal,Packaging not Proper
6400683410,Bike,F,603,Cancelled,North Indian,Online Portal,Ordered mistaken
7157675900,Walk,M,543,Cancelled,North Indian,Online Portal,Packaging not Proper
5070959735,Walk,M,872,Cancelled,Continental,Online Portal,Ordered mistaken
3754143239,Cycle,F,503,Cancelled,North Indian,Mobile App,Ordered mistaken
7234023836,Bike,M,236,Cancelled,North Indian,Mobile App,Ordered mistaken
2003809929,Bike,M,325,Cancelled,North Indian,Online Portal,Ordered mistaken
1092715495,Cycle,M,965,Cancelled,South Indian,Mobile App,Packaging not Proper
732012643,Bike,M,327,Cancelled,North Indian,Online Portal,Ordered mistaken
3488447170,Walk,F,375,Cancelled,Seafood,Mobile App,Ordered mistaken
641395221,Bike,M,568,Cancelled,North Indian,Online Portal,Ordered mistaken
3236794372,Walk,F,121,Cancelled,South Indian,Online Portal,Damaged
4230956061,Cycle,F,890,Cancelled,North Indian,Mobile App,Packaging not Proper
8392772628,Walk,F,484,Cancelled,Seafood,Mobile App,Packaging not Proper
155895125,Walk,F,788,Cancelled,Susi,Mobile App,Packaging not Proper
4322008518,Bike,F,737,Cancelled,North Indian,Mobile App,Packaging not Proper
482839066,Bike,F,633,Cancelled,Susi,Online Portal,Ordered mistaken
5730784449,Walk,M,871,Cancelled,Continental,Mobile App,Packaging not Proper
8853077409,Walk,M,748,Cancelled,South Indian,Mobile App,Packaging not Proper
1568858744,Cycle,F,579,Cancelled,Continental,Online Portal,Ordered mistaken
1890308609,Walk,M,469,Cancelled,Continental,Mobile App,Ordered mistaken
4401100166,Walk,F,759,Cancelled,South Indian,Mobile App,Ordered mistaken
2494154898,Bike,M,182,Cancelled,Seafood,Online Portal,Ordered mistaken
3550254466,Bike,F,465,Cancelled,Continental,Mobile App,Ordered mistaken
7410625511,Walk,M,704,Cancelled,Seafood,Mobile App,Packaging not Proper
8853705612,Walk,F,583,Cancelled,Seafood,Online Portal,Ordered mistaken
7547752543,Bike,M,559,Cancelled,Seafood,Mobile App,Ordered mistaken
3562939647,Cycle,M,318,Cancelled,Continental,Mobile App,Ordered mistaken
4667765437,Cycle,M,803,Cancelled,South Indian,Online Portal,Packaging not Proper
3933659043,Cycle,F,865,Cancelled,Continental,Mobile App,Packaging not Proper
2323423304,Cycle,F,867,Cancelled,Continental,Mobile App,Ordered mistaken
8391717186,Bike,M,197,Cancelled,Continental,Mobile App,Ordered mistaken
8692616222,Cycle,F,414,Cancelled,South Indian,Online Portal,Ordered mistaken
3647989126,Cycle,M,435,Cancelled,North Indian,Mobile App,Ordered mistaken
9537054063,Bike,F,752,Cancelled,North Indian,Mobile App,Damaged
6489757117,Bike,M,264,Cancelled,Seafood,Mobile App,Ordered mistaken
2759644456,Walk,M,949,Cancelled,Susi,Mobile App,Ordered mistaken
5187358790,Cycle,M,762,Cancelled,Seafood,Mobile App,Packaging not Proper
9921171135,Bike,M,750,Cancelled,Susi,Mobile App,Damaged
4289484018,Walk,F,223,Cancelled,Continental,Mobile App,Packaging not Proper
201215004,Cycle,F,644,Cancelled,Continental,Mobile App,Packaging not Proper
6031251426,Cycle,F,281,Cancelled,North Indian,Online Portal,Damaged
959713980,Cycle,M,632,Cancelled,South Indian,Mobile App,Damaged
5655252422,Walk,F,194,Cancelled,North Indian,Mobile App,Packaging not Proper
8377794667,Cycle,F,679,Cancelled,South Indian,Mobile App,Damaged
4238641353,Cycle,M,419,Cancelled,North Indian,Mobile App,Packaging not Proper
155357298,Bike,F,856,Cancelled,South Indian,Mobile App,Ordered mistaken
5502798690,Bike,M,197,Cancelled,North Indian,Online Portal,Packaging not Proper
4933142440,Bike,M,329,Cancelled,Susi,Mobile App,Ordered mistaken
2494003598,Walk,F,916,Cancelled,Susi,Online Portal,Ordered mistaken
3135667693,Bike,M,371,Cancelled,Seafood,Online Portal,Ordered mistaken
5101418471,Cycle,M,329,Cancelled,Continental,Mobile App,Ordered mistaken
1923136445,Bike,F,388,Cancelled,South Indian,Mobile App,Damaged
3399996101,Bike,M,630,Cancelled,North Indian,Mobile App,Damaged
1708035966,Bike,M,863,Cancelled,Susi,Mobile App,Damaged
92439160,Walk,F,500,Cancelled,Continental,Online Portal,Damaged
6972779057,Cycle,F,601,Cancelled,Continental,Online Portal,Ordered mistaken
5534509406,Bike,M,106,Cancelled,Susi,Online Portal,Damaged
4613960657,Bike,M,458,Cancelled,Susi,Mobile App,Damaged
8161956243,Cycle,M,108,Cancelled,North Indian,Mobile App,Packaging not Proper
9252378634,Bike,F,485,Cancelled,Continental,Mobile App,Damaged
4362929258,Walk,F,220,Cancelled,North Indian,Mobile App,Ordered mistaken
2022016351,Cycle,F,548,Cancelled,Seafood,Online Portal,Ordered mistaken
5651551085,Bike,M,664,Cancelled,Continental,Mobile App,Damaged
585188521,Bike,M,112,Cancelled,Seafood,Online Portal,Damaged
8388758969,Walk,M,977,Cancelled,North Indian,Online Portal,Ordered mistaken
3267685680,Cycle,F,194,Cancelled,Susi,Mobile App,Ordered mistaken
2955914673,Cycle,M,188,Cancelled,Continental,Online Portal,Damaged
3041365723,Cycle,M,729,Cancelled,North Indian,Mobile App,Damaged
9155665365,Walk,M,598,Cancelled,Susi,Online Portal,Packaging not Proper
983761337,Cycle,F,491,Cancelled,Continental,Mobile App,Ordered mistaken
1123693595,Walk,M,530,Cancelled,Susi,Online Portal,Damaged
2022066235,Walk,M,945,Cancelled,South Indian,Mobile App,Damaged
8992776683,Walk,M,111,Cancelled,Susi,Mobile App,Packaging not Proper
5640641282,Bike,M,299,Cancelled,North Indian,Mobile App,Ordered mistaken
9375590828,Bike,F,140,Cancelled,Susi,Online Portal,Damaged
5704563996,Walk,M,480,Cancelled,Susi,Online Portal,Ordered mistaken
5155315123,Cycle,M,235,Cancelled,North Indian,Mobile App,Packaging not Proper
6519343129,Bike,M,808,Cancelled,Susi,Online Portal,Packaging not Proper
7638745930,Cycle,F,806,Cancelled,North Indian,Online Portal,Damaged
8935579246,Walk,F,216,Cancelled,Susi,Mobile App,Ordered mistaken
1396314431,Cycle,F,632,Cancelled,North Indian,Online Portal,Ordered mistaken
4655834986,Cycle,F,691,Cancelled,North Indian,Mobile App,Packaging not Proper
7601828506,Bike,F,514,Cancelled,Continental,Mobile App,Damaged
5560657107,Bike,F,513,Cancelled,North Indian,Online Portal,Ordered mistaken
3762853118,Walk,M,643,Cancelled,South Indian,Mobile App,Ordered mistaken
2115313801,Cycle,M,709,Cancelled,Seafood,Mobile App,Packaging not Proper
3972599935,Bike,M,567,Cancelled,Susi,Online Portal,Damaged
8148429200,Walk,M,114,Cancelled,Seafood,Mobile App,Ordered mistaken
9406249073,Bike,M,108,Cancelled,Susi,Mobile App,Ordered mistaken
8899968942,Bike,F,980,Cancelled,South Indian,Mobile App,Packaging not Proper
4158079993,Walk,M,556,Cancelled,Susi,Mobile App,Ordered mistaken
2597640442,Bike,M,356,Cancelled,Susi,Online Portal,Damaged
2060154596,Cycle,M,941,Cancelled,Seafood,Online Portal,Ordered mistaken
2888692341,Bike,M,477,Cancelled,South Indian,Mobile App,Damaged
9984732835,Cycle,F,705,Cancelled,Continental,Online Portal,Ordered mistaken
4749247456,Cycle,F,983,Cancelled,South Indian,Online Portal,Ordered mistaken
488245583,Bike,F,601,Cancelled,Susi,Online Portal,Packaging not Proper
1999513061,Bike,F,751,Cancelled,North Indian,Mobile App,Damaged
3370338165,Cycle,F,239,Cancelled,North Indian,Online Portal,Ordered mistaken
9836718869,Walk,M,675,Cancelled,Seafood,Online Portal,Packaging not Proper
4266390580,Walk,M,706,Cancelled,Seafood,Mobile App,Packaging not Proper
7874941721,Cycle,F,706,Cancelled,Seafood,Mobile App,Damaged
2550572491,Cycle,F,956,Cancelled,North Indian,Mobile App,Damaged
8698026265,Cycle,F,438,Cancelled,North Indian,Online Portal,Ordered mistaken
3605591760,Bike,F,840,Cancelled,North Indian,Mobile App,Ordered mistaken
9340119967,Cycle,F,480,Cancelled,Continental,Online Portal,Ordered mistaken
2226891277,Walk,M,365,Cancelled,South Indian,Mobile App,Packaging not Proper
3528751738,Bike,F,721,Cancelled,North Indian,Online Portal,Ordered mistaken
4099069796,Bike,F,655,Cancelled,Seafood,Mobile App,Ordered mistaken
2258308585,Bike,F,589,Cancelled,South Indian,Mobile App,Damaged
794621546,Bike,F,119,Cancelled,North Indian,Online Portal,Ordered mistaken
7407039097,Walk,M,272,Cancelled,Continental,Online Portal,Damaged
5025572207,Bike,F,432,Cancelled,Susi,Online Portal,Damaged
6384855003,Bike,M,935,Cancelled,South Indian,Mobile App,Ordered mistaken
3114348300,Cycle,M,591,Cancelled,Susi,Mobile App,Damaged
9570574410,Cycle,M,808,Cancelled,South Indian,Mobile App,Ordered mistaken
3281255329,Cycle,M,779,Cancelled,North Indian,Mobile App,Packaging not Proper
1777435013,Bike,F,981,Cancelled,Susi,Mobile App,Ordered mistaken
6130766351,Cycle,F,186,Cancelled,North Indian,Online Portal,Ordered mistaken
6107393900,Bike,F,337,Cancelled,Continental,Mobile App,Packaging not Proper
4246757934,Walk,F,259,Cancelled,Susi,Mobile App,Ordered mistaken
551729996,Bike,F,615,Cancelled,Seafood,Online Portal,Damaged
9734029789,Bike,F,354,Cancelled,Susi,Mobile App,Damaged
4039418883,Cycle,M,378,Cancelled,Seafood,Mobile App,Damaged
6298313435,Bike,M,965,Cancelled,North Indian,Online Portal,Packaging not Proper
7882544906,Cycle,M,944,Cancelled,North Indian,Online Portal,Ordered mistaken
8328511126,Bike,F,154,Cancelled,Susi,Mobile App,Packaging not Proper
2440707783,Walk,F,190,Cancelled,South Indian,Online Portal,Packaging not Proper
6136715627,Cycle,F,104,Cancelled,Seafood,Mobile App,Ordered mistaken
7009230099,Walk,F,533,Cancelled,South Indian,Online Portal,Ordered mistaken
7525967067,Bike,F,869,Cancelled,Seafood,Online Portal,Ordered mistaken
1369410298,Cycle,M,158,Cancelled,Continental,Online Portal,Packaging not Proper
6584336050,Cycle,F,159,Cancelled,Seafood,Online Portal,Ordered mistaken
8667625256,Bike,F,500,Cancelled,Susi,Mobile App,Packaging not Proper
7675527445,Cycle,F,658,Cancelled,Susi,Online Portal,Packaging not Proper
8801171021,Bike,F,394,Cancelled,North Indian,Mobile App,Ordered mistaken
9753962282,Cycle,F,598,Cancelled,Continental,Online Portal,Ordered mistaken
4524003142,Bike,F,666,Cancelled,North Indian,Mobile App,Packaging not Proper
4777929558,Walk,M,408,Cancelled,Susi,Online Portal,Ordered mistaken
5286431410,Cycle,F,730,Cancelled,Seafood,Online Portal,Damaged
4726294008,Cycle,M,177,Cancelled,South Indian,Mobile App,Damaged
9585840650,Walk,F,180,Cancelled,Continental,Mobile App,Ordered mistaken
3582881261,Bike,F,403,Cancelled,Continental,Mobile App,Damaged
5789599389,Cycle,M,765,Cancelled,Seafood,Mobile App,Ordered mistaken
8733082456,Bike,M,644,Cancelled,Continental,Mobile App,Ordered mistaken
8675871090,Bike,M,1000,Cancelled,Seafood,Mobile App,Ordered mistaken
2862740586,Bike,F,884,Cancelled,Susi,Online Portal,Ordered mistaken
8341035189,Bike,M,945,Cancelled,South Indian,Mobile App,Damaged
8638603975,Bike,F,557,Cancelled,Seafood,Mobile App,Ordered mistaken
9956604100,Walk,M,783,Cancelled,North Indian,Mobile App,Packaging not Proper
1558663479,Bike,F,493,Cancelled,South Indian,Mobile App,Damaged
4533481507,Bike,F,304,Cancelled,Susi,Mobile App,Ordered mistaken
3873750708,Cycle,F,147,Cancelled,Continental,Mobile App,Damaged
6839941248,Bike,M,351,Cancelled,Susi,Online Portal,Packaging not Proper
7377833130,Bike,M,166,Cancelled,North Indian,Online Portal,Packaging not Proper
2580005188,Walk,M,885,Cancelled,North Indian,Online Portal,Ordered mistaken
3516676426,Cycle,M,757,Cancelled,South Indian,Mobile App,Ordered mistaken
436237423,Walk,M,949,Cancelled,Seafood,Online Portal,Packaging not Proper
5087552668,Walk,M,173,Cancelled,Seafood,Online Portal,Ordered mistaken
3054170969,Bike,F,431,Cancelled,Susi,Mobile App,Damaged
2130723985,Walk,F,711,Cancelled,Susi,Mobile App,Damaged
5348644854,Walk,F,690,Cancelled,Seafood,Mobile App,Damaged
5092152451,Cycle,M,782,Cancelled,Susi,Online Portal,Damaged
9157725438,Walk,M,642,Cancelled,North Indian,Mobile App,Ordered mistaken
4888887136,Cycle,M,960,Cancelled,Continental,Mobile App,Damaged
7546116104,Cycle,M,330,Cancelled,Seafood,Online Portal,Damaged
5226592744,Walk,F,663,Cancelled,Continental,Mobile App,Damaged
1185227768,Walk,F,401,Cancelled,South Indian,Mobile App,Damaged
2215020,Bike,M,909,Cancelled,Continental,Mobile App,Ordered mistaken
660712946,Walk,F,447,Cancelled,Susi,Online Portal,Packaging not Proper
1763065804,Cycle,M,888,Cancelled,Seafood,Online Portal,Ordered mistaken
2266352946,Bike,F,664,Cancelled,Susi,Mobile App,Ordered mistaken
5656681068,Cycle,M,134,Cancelled,Continental,Mobile App,Ordered mistaken
1300135816,Bike,F,166,Cancelled,South Indian,Mobile App,Packaging not Proper
6270921538,Bike,M,237,Cancelled,Continental,Online Portal,Ordered mistaken
9853717980,Cycle,F,473,Cancelled,Susi,Online Portal,Packaging not Proper
5215985588,Walk,F,407,Cancelled,Susi,Mobile App,Ordered mistaken
2680630866,Walk,M,995,Cancelled,Susi,Mobile App,Packaging not Proper
6702892039,Walk,F,450,Cancelled,North Indian,Online Portal,Ordered mistaken
2017841021,Walk,M,304,Cancelled,North Indian,Online Portal,Ordered mistaken
1888151021,Walk,F,443,Cancelled,South Indian,Online Portal,Ordered mistaken
6029145045,Walk,M,173,Cancelled,North Indian,Online Portal,Damaged
2845494009,Walk,M,227,Cancelled,Seafood,Online Portal,Damaged
4523499632,Cycle,M,202,Cancelled,South Indian,Mobile App,Ordered mistaken
1901918955,Cycle,F,493,Cancelled,Susi,Mobile App,Ordered mistaken
2228699268,Bike,F,908,Cancelled,Susi,Online Portal,Damaged
2366302576,Bike,M,920,Cancelled,Seafood,Mobile App,Ordered mistaken
778056538,Walk,M,561,Cancelled,Seafood,Online Portal,Ordered mistaken
1235963764,Bike,F,845,Cancelled,North Indian,Online Portal,Ordered mistaken
1932514562,Walk,F,490,Cancelled,Susi,Online Portal,Ordered mistaken
8633994453,Walk,F,340,Cancelled,North Indian,Mobile App,Packaging not Proper
2274828806,Cycle,F,102,Cancelled,Continental,Online Portal,Ordered mistaken
5234328643,Bike,F,416,Cancelled,North Indian,Mobile App,Packaging not Proper
2659034184,Bike,M,983,Cancelled,Seafood,Online Portal,Ordered mistaken
8340462970,Bike,M,161,Cancelled,Continental,Online Portal,Damaged
5288540462,Bike,F,745,Cancelled,Continental,Mobile App,Packaging not Proper
3552828419,Walk,F,790,Cancelled,South Indian,Mobile App,Packaging not Proper
5698351295,Walk,M,264,Cancelled,South Indian,Online Portal,Ordered mistaken
9390078180,Walk,M,266,Cancelled,Susi,Mobile App,Packaging not Proper
6654604121,Cycle,M,209,Cancelled,South Indian,Online Portal,Ordered mistaken
388804467,Cycle,M,782,Cancelled,North Indian,Online Portal,Ordered mistaken
5245901137,Walk,F,253,Cancelled,Susi,Mobile App,Ordered mistaken
518719391,Walk,F,824,Cancelled,Susi,Online Portal,Packaging not Proper
9023374827,Bike,F,723,Cancelled,Susi,Mobile App,Damaged
9630494388,Bike,F,468,Cancelled,North Indian,Online Portal,Packaging not Proper
7823242117,Bike,M,220,Cancelled,South Indian,Online Portal,Ordered mistaken
2357232315,Bike,M,681,Cancelled,South Indian,Online Portal,Packaging not Proper
710335326,Walk,M,210,Cancelled,Susi,Mobile App,Packaging not Proper
8012359162,Cycle,F,756,Cancelled,Seafood,Mobile App,Damaged
4363071931,Walk,M,318,Cancelled,Susi,Mobile App,Ordered mistaken
8271267671,Cycle,F,851,Cancelled,North Indian,Mobile App,Ordered mistaken
1599517418,Bike,M,675,Cancelled,Susi,Online Portal,Ordered mistaken
882805223,Bike,F,340,Cancelled,Continental,Mobile App,Damaged
9248851037,Cycle,F,568,Cancelled,Susi,Mobile App,Ordered mistaken
8193573137,Bike,M,838,Cancelled,Susi,Mobile App,Ordered mistaken
7426905705,Cycle,F,672,Cancelled,Susi,Online Portal,Packaging not Proper
2810936455,Walk,M,180,Cancelled,Seafood,Mobile App,Ordered mistaken
3103405936,Cycle,F,671,Cancelled,Seafood,Mobile App,Damaged
8801823894,Bike,M,611,Cancelled,North Indian,Online Portal,Ordered mistaken
6259678894,Cycle,F,657,Cancelled,Susi,Mobile App,Packaging not Proper
2264494239,Cycle,M,991,Cancelled,Seafood,Online Portal,Ordered mistaken
4307330838,Cycle,F,829,Cancelled,North Indian,Mobile App,Packaging not Proper
